Filename,Filename2,Date,Time,Place,Species,Comment,TimeofYear,pseudodate,pseudoday
P1140791.JPG,08.08.2019,2019-08-08,23:11:13,Eldena,Mdau,,7,2019-08-08,7
P1140792.JPG,08.08.2019,2019-08-08,23:42:04,Eldena,Mmyo,multiple bats,7,2019-08-08,7
P1140793.JPG,09.08.2019,2019-08-09,00:04:27,Eldena,Mdau,,8,2019-08-08,7
P1140794.JPG,09.08.2019,2019-08-09,00:35:51,Eldena,Mdau,,8,2019-08-08,7
P1140795.JPG,09.08.2019,2019-08-09,01:10:19,Eldena,Mdau,,8,2019-08-08,7
P1140796.JPG,09.08.2019,2019-08-09,01:10:22,Eldena,Mdau,,8,2019-08-08,7
P1140797.JPG,09.08.2019,2019-08-09,01:33:39,Eldena,Paur,,8,2019-08-08,7
P1140798.JPG,09.08.2019,2019-08-09,01:38:11,Eldena,Paur,,8,2019-08-08,7
P1140799.JPG,09.08.2019,2019-08-09,01:53:38,Eldena,Mdau,,8,2019-08-08,7
P1140800.JPG,09.08.2019,2019-08-09,02:32:17,Eldena,Mdau,,8,2019-08-08,7
P1140801.JPG,09.08.2019,2019-08-09,02:38:46,Eldena,Mdau,multiple bats,8,2019-08-08,7
P1140802.JPG,09.08.2019,2019-08-09,02:39:12,Eldena,Mdau,,8,2019-08-08,7
P1140803.JPG,09.08.2019,2019-08-09,02:39:38,Eldena,Mdau,,8,2019-08-08,7
P1140804.JPG,09.08.2019,2019-08-09,20:41:34,Eldena,Mdau,,8,2019-08-09,8
P1140805.JPG,09.08.2019,2019-08-09,23:05:37,Eldena,Mbra,,8,2019-08-09,8
P1140806.JPG,10.08.2019,2019-08-10,00:05:46,Eldena,Mbra,,9,2019-08-09,8
P1140807.JPG,10.08.2019,2019-08-10,23:35:32,Eldena,Mmyo,,9,2019-08-10,9
P1140808.JPG,11.08.2019,2019-08-11,00:18:57,Eldena,Mdau,,10,2019-08-10,9
P1140809.JPG,11.08.2019,2019-08-11,00:42:07,Eldena,Paur,,10,2019-08-10,9
P1140810.JPG,11.08.2019,2019-08-11,01:01:36,Eldena,Mdau,,10,2019-08-10,9
P1140811.JPG,11.08.2019,2019-08-11,01:01:41,Eldena,Mdau,,10,2019-08-10,9
P1140812.JPG,11.08.2019,2019-08-11,01:01:46,Eldena,Mdau,,10,2019-08-10,9
P1140813.JPG,11.08.2019,2019-08-11,01:06:20,Eldena,Mbra,,10,2019-08-10,9
P1140814.JPG,11.08.2019,2019-08-11,01:19:22,Eldena,Mdau,,10,2019-08-10,9
P1140815.JPG,11.08.2019,2019-08-11,01:58:41,Eldena,Paur,,10,2019-08-10,9
P1140816.JPG,11.08.2019,2019-08-11,02:00:27,Eldena,Mdau,,10,2019-08-10,9
P1140817.JPG,11.08.2019,2019-08-11,02:00:28,Eldena,Mdau,,10,2019-08-10,9
P1140818.JPG,11.08.2019,2019-08-11,02:01:55,Eldena,Mdau,,10,2019-08-10,9
P1140819.JPG,11.08.2019,2019-08-11,02:04:30,Eldena,Mdau,multiple bats ,10,2019-08-10,9
P1140820.JPG,11.08.2019,2019-08-11,02:13:21,Eldena,Mdau,,10,2019-08-10,9
P1140821.JPG,11.08.2019,2019-08-11,02:14:18,Eldena,Mdau,,10,2019-08-10,9
P1140822.JPG,11.08.2019,2019-08-11,02:15:51,Eldena,Mdau,,10,2019-08-10,9
P1140823.JPG,11.08.2019,2019-08-11,02:25:09,Eldena,Mdau,,10,2019-08-10,9
P1140824.JPG,11.08.2019,2019-08-11,02:25:28,Eldena,Mdau,,10,2019-08-10,9
P1140825.JPG,11.08.2019,2019-08-11,02:25:42,Eldena,Mdau,leaving/looping?,10,2019-08-10,9
P1140826.JPG,11.08.2019,2019-08-11,02:26:57,Eldena,Mdau,,10,2019-08-10,9
P1140827.JPG,11.08.2019,2019-08-11,02:27:41,Eldena,Mdau,,10,2019-08-10,9
P1140828.JPG,11.08.2019,2019-08-11,04:10:21,Eldena,Mdau,,10,2019-08-10,9
P1140829.JPG,11.08.2019,2019-08-11,20:00:30,Eldena,Mdau,,10,2019-08-11,10
P1140830.JPG,11.08.2019,2019-08-11,20:24:56,Eldena,Mdau,,10,2019-08-11,10
P1140831.JPG,11.08.2019,2019-08-11,21:50:08,Eldena,Mnat,,10,2019-08-11,10
P1140832.JPG,11.08.2019,2019-08-11,22:01:19,Eldena,Paur,,10,2019-08-11,10
P1140833.JPG,11.08.2019,2019-08-11,22:12:33,Eldena,Mnat,,10,2019-08-11,10
P1140834.JPG,11.08.2019,2019-08-11,22:21:07,Eldena,Mbra,,10,2019-08-11,10
P1140835.JPG,11.08.2019,2019-08-11,22:28:52,Eldena,Mnat,,10,2019-08-11,10
P1140836.JPG,11.08.2019,2019-08-11,22:39:34,Eldena,Paur,,10,2019-08-11,10
P1140837.JPG,11.08.2019,2019-08-11,22:58:12,Eldena,Mnat,,10,2019-08-11,10
P1140838.JPG,11.08.2019,2019-08-11,23:11:34,Eldena,Paur,,10,2019-08-11,10
P1140839.JPG,11.08.2019,2019-08-11,23:22:12,Eldena,Paur,,10,2019-08-11,10
P1140840.JPG,11.08.2019,2019-08-11,23:23:50,Eldena,Mnat,,10,2019-08-11,10
P1140841.JPG,11.08.2019,2019-08-11,23:36:02,Eldena,Mdau,,10,2019-08-11,10
P1140842.JPG,11.08.2019,2019-08-11,23:36:20,Eldena,Mdau,,10,2019-08-11,10
P1140843.JPG,11.08.2019,2019-08-11,23:43:02,Eldena,Mmyo,,10,2019-08-11,10
P1140844.JPG,11.08.2019,2019-08-11,23:56:52,Eldena,Mmyo,,10,2019-08-11,10
P1140845.JPG,12.08.2019,2019-08-12,00:41:10,Eldena,Mdau,,11,2019-08-11,10
P1140846.JPG,12.08.2019,2019-08-12,00:44:45,Eldena,Mdau,,11,2019-08-11,10
P1140847.JPG,12.08.2019,2019-08-12,00:46:23,Eldena,Mdau,,11,2019-08-11,10
P1140848.JPG,12.08.2019,2019-08-12,00:49:43,Eldena,Mdau,,11,2019-08-11,10
P1140849.JPG,12.08.2019,2019-08-12,00:59:11,Eldena,Mdau,,11,2019-08-11,10
P1140850.JPG,12.08.2019,2019-08-12,01:14:10,Eldena,Mdau,,11,2019-08-11,10
P1140851.JPG,12.08.2019,2019-08-12,01:27:46,Eldena,Mdau,,11,2019-08-11,10
P1140852.JPG,12.08.2019,2019-08-12,01:32:19,Eldena,Mdau,,11,2019-08-11,10
P1140853.JPG,12.08.2019,2019-08-12,01:32:53,Eldena,Mdau,,11,2019-08-11,10
P1140854.JPG,12.08.2019,2019-08-12,01:35:22,Eldena,Mdau,,11,2019-08-11,10
P1140855.JPG,12.08.2019,2019-08-12,01:41:44,Eldena,Mdau,,11,2019-08-11,10
P1140856.JPG,12.08.2019,2019-08-12,01:42:35,Eldena,Mdau,,11,2019-08-11,10
P1140857.JPG,12.08.2019,2019-08-12,01:52:19,Eldena,Mdau,,11,2019-08-11,10
P1140858.JPG,12.08.2019,2019-08-12,01:53:32,Eldena,Mdau,,11,2019-08-11,10
P1140859.JPG,12.08.2019,2019-08-12,02:05:10,Eldena,Mdau,,11,2019-08-11,10
P1140860.JPG,12.08.2019,2019-08-12,02:06:42,Eldena,Mdau,,11,2019-08-11,10
P1140861.JPG,12.08.2019,2019-08-12,02:07:01,Eldena,Mdau,,11,2019-08-11,10
P1140862.JPG,12.08.2019,2019-08-12,02:18:15,Eldena,Mdau,multiple bats,11,2019-08-11,10
P1140863.JPG,12.08.2019,2019-08-12,02:27:05,Eldena,Mdau,,11,2019-08-11,10
P1140864.JPG,12.08.2019,2019-08-12,02:27:27,Eldena,Mdau,,11,2019-08-11,10
P1140865.JPG,12.08.2019,2019-08-12,02:28:08,Eldena,Mdau,,11,2019-08-11,10
P1140866.JPG,12.08.2019,2019-08-12,03:03:39,Eldena,Mdau,,11,2019-08-11,10
P1140867.JPG,12.08.2019,2019-08-12,03:12:40,Eldena,Mdau,,11,2019-08-11,10
P1140868.JPG,12.08.2019,2019-08-12,03:34:21,Eldena,Mdau,,11,2019-08-11,10
P1140869.JPG,12.08.2019,2019-08-12,03:39:43,Eldena,Mdau,multiple bats,11,2019-08-11,10
P1140870.JPG,12.08.2019,2019-08-12,03:45:40,Eldena,Mdau,,11,2019-08-11,10
P1140871.JPG,12.08.2019,2019-08-12,03:52:40,Eldena,Mdau,,11,2019-08-11,10
P1140872.JPG,12.08.2019,2019-08-12,03:53:16,Eldena,Mdau,,11,2019-08-11,10
P1140873.JPG,12.08.2019,2019-08-12,03:53:32,Eldena,Mdau,multiple bats,11,2019-08-11,10
P1140874.JPG,12.08.2019,2019-08-12,03:58:25,Eldena,Mdau,multiple bats,11,2019-08-11,10
P1140875.JPG,12.08.2019,2019-08-12,05:48:22,Eldena,Mdau,,11,2019-08-11,10
P1140877.JPG,12.08.2019,2019-08-12,20:02:20,Eldena,Mdau,,11,2019-08-12,11
P1140878.JPG,12.08.2019,2019-08-12,20:27:55,Eldena,Mdau,multiple bats,11,2019-08-12,11
P1140879.JPG,12.08.2019,2019-08-12,20:40:57,Eldena,Mdau,,11,2019-08-12,11
P1140880.JPG,12.08.2019,2019-08-12,20:41:23,Eldena,Mdau,multiple bats,11,2019-08-12,11
P1140881.JPG,12.08.2019,2019-08-12,21:08:36,Eldena,Mdau,,11,2019-08-12,11
P1140882.JPG,12.08.2019,2019-08-12,22:32:18,Eldena,Mdau,,11,2019-08-12,11
P1140883.JPG,12.08.2019,2019-08-12,22:36:02,Eldena,Mnat,,11,2019-08-12,11
P1140884.JPG,12.08.2019,2019-08-12,22:39:04,Eldena,Mbra,,11,2019-08-12,11
P1140885.JPG,12.08.2019,2019-08-12,22:43:28,Eldena,Mdau,,11,2019-08-12,11
P1140886.JPG,12.08.2019,2019-08-12,22:47:01,Eldena,Mnat,,11,2019-08-12,11
P1140887.JPG,12.08.2019,2019-08-12,22:55:59,Eldena,Mnat,,11,2019-08-12,11
P1140888.JPG,12.08.2019,2019-08-12,23:10:56,Eldena,Mdau,multiple bats,11,2019-08-12,11
P1140889.JPG,12.08.2019,2019-08-12,23:12:30,Eldena,Mnat,,11,2019-08-12,11
P1140890.JPG,12.08.2019,2019-08-12,23:13:23,Eldena,Mdau,,11,2019-08-12,11
P1140891.JPG,12.08.2019,2019-08-12,23:13:29,Eldena,Mdau,,11,2019-08-12,11
P1140892.JPG,12.08.2019,2019-08-12,23:20:32,Eldena,Mdau,,11,2019-08-12,11
P1140893.JPG,12.08.2019,2019-08-12,23:22:39,Eldena,Mdau,,11,2019-08-12,11
P1140894.JPG,12.08.2019,2019-08-12,23:30:46,Eldena,Mdau,,11,2019-08-12,11
P1140895.JPG,12.08.2019,2019-08-12,23:34:37,Eldena,Mdau,,11,2019-08-12,11
P1140896.JPG,12.08.2019,2019-08-12,23:35:05,Eldena,Mdau,,11,2019-08-12,11
P1140897.JPG,12.08.2019,2019-08-12,23:41:42,Eldena,Mdau,,11,2019-08-12,11
P1140898.JPG,12.08.2019,2019-08-12,23:44:37,Eldena,Mdau,,11,2019-08-12,11
P1140899.JPG,12.08.2019,2019-08-12,23:54:43,Eldena,Mdau,,11,2019-08-12,11
P1140900.JPG,12.08.2019,2019-08-12,23:56:06,Eldena,Mnat,,11,2019-08-12,11
P1140901.JPG,13.08.2019,2019-08-13,00:03:21,Eldena,Mdau,,12,2019-08-12,11
P1140902.JPG,13.08.2019,2019-08-13,00:10:41,Eldena,Mdau,,12,2019-08-12,11
P1140903.JPG,13.08.2019,2019-08-13,00:10:53,Eldena,Mdau,,12,2019-08-12,11
P1140904.JPG,13.08.2019,2019-08-13,00:11:02,Eldena,Mdau,,12,2019-08-12,11
P1140905.JPG,13.08.2019,2019-08-13,00:13:36,Eldena,Mdau,,12,2019-08-12,11
P1140906.JPG,13.08.2019,2019-08-13,00:13:44,Eldena,Mdau,,12,2019-08-12,11
P1140907.JPG,13.08.2019,2019-08-13,00:14:01,Eldena,Mdau,,12,2019-08-12,11
P1140908.JPG,13.08.2019,2019-08-13,00:14:13,Eldena,Mdau,,12,2019-08-12,11
P1140909.JPG,13.08.2019,2019-08-13,00:14:41,Eldena,Mdau,,12,2019-08-12,11
P1140910.JPG,13.08.2019,2019-08-13,00:14:56,Eldena,Mdau,,12,2019-08-12,11
P1140911.JPG,13.08.2019,2019-08-13,00:15:16,Eldena,Mdau,,12,2019-08-12,11
P1140912.JPG,13.08.2019,2019-08-13,00:15:18,Eldena,Mdau,multiple bats,12,2019-08-12,11
P1140913.JPG,13.08.2019,2019-08-13,00:16:10,Eldena,Mdau,,12,2019-08-12,11
P1140914.JPG,13.08.2019,2019-08-13,00:16:38,Eldena,Mdau,,12,2019-08-12,11
P1140915.JPG,13.08.2019,2019-08-13,00:17:59,Eldena,Mdau,,12,2019-08-12,11
P1140916.JPG,13.08.2019,2019-08-13,00:20:56,Eldena,Mdau,,12,2019-08-12,11
P1140917.JPG,13.08.2019,2019-08-13,00:21:27,Eldena,Mdau,,12,2019-08-12,11
P1140918.JPG,13.08.2019,2019-08-13,00:23:38,Eldena,Mdau,,12,2019-08-12,11
P1140919.JPG,13.08.2019,2019-08-13,00:23:40,Eldena,Mdau,,12,2019-08-12,11
P1140920.JPG,13.08.2019,2019-08-13,00:24:03,Eldena,Mdau,multiple bats,12,2019-08-12,11
P1140921.JPG,13.08.2019,2019-08-13,00:26:30,Eldena,Mdau,,12,2019-08-12,11
P1140922.JPG,13.08.2019,2019-08-13,00:26:31,Eldena,Mdau,,12,2019-08-12,11
P1140923.JPG,13.08.2019,2019-08-13,00:28:05,Eldena,Mdau,,12,2019-08-12,11
P1140924.JPG,13.08.2019,2019-08-13,00:28:51,Eldena,Mdau,,12,2019-08-12,11
P1140925.JPG,13.08.2019,2019-08-13,00:28:53,Eldena,Mdau,multiple bats,12,2019-08-12,11
P1140926.JPG,13.08.2019,2019-08-13,00:32:34,Eldena,Mdau,,12,2019-08-12,11
P1140927.JPG,13.08.2019,2019-08-13,00:33:47,Eldena,Mdau,multiple bats,12,2019-08-12,11
P1140928.JPG,13.08.2019,2019-08-13,00:34:21,Eldena,Mdau,,12,2019-08-12,11
P1140929.JPG,13.08.2019,2019-08-13,00:39:42,Eldena,Mdau,,12,2019-08-12,11
P1140930.JPG,13.08.2019,2019-08-13,00:39:43,Eldena,Mdau,,12,2019-08-12,11
P1140931.JPG,13.08.2019,2019-08-13,00:40:02,Eldena,Mdau,,12,2019-08-12,11
P1140932.JPG,13.08.2019,2019-08-13,00:40:31,Eldena,Paur,,12,2019-08-12,11
P1140933.JPG,13.08.2019,2019-08-13,00:42:10,Eldena,Mdau,,12,2019-08-12,11
P1140934.JPG,13.08.2019,2019-08-13,00:43:11,Eldena,Mdau,,12,2019-08-12,11
P1140935.JPG,13.08.2019,2019-08-13,00:43:43,Eldena,Mdau,,12,2019-08-12,11
P1140936.JPG,13.08.2019,2019-08-13,00:53:50,Eldena,Mdau,,12,2019-08-12,11
P1140937.JPG,13.08.2019,2019-08-13,00:57:30,Eldena,Paur,,12,2019-08-12,11
P1140938.JPG,13.08.2019,2019-08-13,00:59:51,Eldena,Paur,,12,2019-08-12,11
P1140939.JPG,13.08.2019,2019-08-13,01:08:10,Eldena,Mdau,,12,2019-08-12,11
P1140940.JPG,13.08.2019,2019-08-13,01:16:11,Eldena,Mdau,,12,2019-08-12,11
P1140941.JPG,13.08.2019,2019-08-13,01:32:14,Eldena,Mdau,,12,2019-08-12,11
P1140942.JPG,13.08.2019,2019-08-13,01:33:15,Eldena,Mdau,,12,2019-08-12,11
P1140943.JPG,13.08.2019,2019-08-13,02:02:20,Eldena,Mdau,,12,2019-08-12,11
P1140944.JPG,13.08.2019,2019-08-13,02:14:04,Eldena,Mdau,,12,2019-08-12,11
P1140945.JPG,13.08.2019,2019-08-13,02:14:32,Eldena,Mdau,,12,2019-08-12,11
P1140946.JPG,13.08.2019,2019-08-13,02:14:34,Eldena,Mdau,,12,2019-08-12,11
P1140947.JPG,13.08.2019,2019-08-13,02:14:40,Eldena,Mdau,,12,2019-08-12,11
P1140948.JPG,13.08.2019,2019-08-13,02:27:20,Eldena,Mdau,,12,2019-08-12,11
P1140949.JPG,13.08.2019,2019-08-13,02:32:13,Eldena,Mdau,,12,2019-08-12,11
P1140950.JPG,13.08.2019,2019-08-13,02:42:26,Eldena,Mdau,,12,2019-08-12,11
P1140951.JPG,13.08.2019,2019-08-13,02:56:55,Eldena,Mdau,,12,2019-08-12,11
P1140952.JPG,13.08.2019,2019-08-13,02:58:52,Eldena,Mdau,,12,2019-08-12,11
P1140953.JPG,13.08.2019,2019-08-13,03:07:00,Eldena,Mdau,multiple bats,12,2019-08-12,11
P1140954.JPG,13.08.2019,2019-08-13,03:15:03,Eldena,Mdau,,12,2019-08-12,11
P1140955.JPG,13.08.2019,2019-08-13,03:16:13,Eldena,Mdau,,12,2019-08-12,11
P1140956.JPG,13.08.2019,2019-08-13,08:36:09,Eldena,Mdau,,12,2019-08-12,11
P1140957.JPG,13.08.2019,2019-08-13,20:11:43,Eldena,Mdau,,12,2019-08-13,12
P1140958.JPG,13.08.2019,2019-08-13,20:24:08,Eldena,Mnat,,12,2019-08-13,12
P1140959.JPG,13.08.2019,2019-08-13,20:24:17,Eldena,Mnat,,12,2019-08-13,12
P1140960.JPG,13.08.2019,2019-08-13,20:34:51,Eldena,Mdau,,12,2019-08-13,12
P1140961.JPG,13.08.2019,2019-08-13,20:38:18,Eldena,Mdau,,12,2019-08-13,12
P1140962.JPG,13.08.2019,2019-08-13,20:40:47,Eldena,Mdau,,12,2019-08-13,12
P1140963.JPG,13.08.2019,2019-08-13,21:17:53,Eldena,Mnat,,12,2019-08-13,12
P1140964.JPG,13.08.2019,2019-08-13,21:18:44,Eldena,Mnat,,12,2019-08-13,12
P1140965.JPG,13.08.2019,2019-08-13,21:31:09,Eldena,Paur,,12,2019-08-13,12
P1140966.JPG,13.08.2019,2019-08-13,21:52:36,Eldena,Paur,,12,2019-08-13,12
P1140967.JPG,13.08.2019,2019-08-13,22:02:48,Eldena,Mnat,,12,2019-08-13,12
P1140968.JPG,13.08.2019,2019-08-13,22:03:08,Eldena,Mnat,,12,2019-08-13,12
P1140969.JPG,13.08.2019,2019-08-13,22:03:46,Eldena,Mnat,,12,2019-08-13,12
P1140970.JPG,13.08.2019,2019-08-13,22:06:34,Eldena,Mnat,,12,2019-08-13,12
P1140971.JPG,13.08.2019,2019-08-13,22:07:27,Eldena,Mnat,,12,2019-08-13,12
P1140972.JPG,13.08.2019,2019-08-13,22:25:09,Eldena,Mnat,,12,2019-08-13,12
P1140973.JPG,13.08.2019,2019-08-13,22:30:36,Eldena,Mdau,,12,2019-08-13,12
P1140974.JPG,13.08.2019,2019-08-13,22:44:43,Eldena,Mdau,,12,2019-08-13,12
P1140975.JPG,13.08.2019,2019-08-13,23:01:05,Eldena,Mdau,,12,2019-08-13,12
P1140976.JPG,13.08.2019,2019-08-13,23:26:20,Eldena,Mdau,,12,2019-08-13,12
P1140977.JPG,13.08.2019,2019-08-13,23:29:20,Eldena,Mdau,,12,2019-08-13,12
P1140978.JPG,13.08.2019,2019-08-13,23:41:29,Eldena,Mdau,,12,2019-08-13,12
P1140979.JPG,13.08.2019,2019-08-13,23:44:55,Eldena,Mdau,multiple bats,12,2019-08-13,12
P1140980.JPG,13.08.2019,2019-08-13,23:50:24,Eldena,Paur,,12,2019-08-13,12
P1140981.JPG,13.08.2019,2019-08-13,23:51:29,Eldena,Mdau,multiple bats,12,2019-08-13,12
P1140982.JPG,13.08.2019,2019-08-13,23:52:34,Eldena,Mdau,,12,2019-08-13,12
P1140983.JPG,13.08.2019,2019-08-13,23:53:51,Eldena,Paur,,12,2019-08-13,12
P1140984.JPG,13.08.2019,2019-08-13,23:56:06,Eldena,Mdau,multiple bats,12,2019-08-13,12
P1140985.JPG,14.08.2019,2019-08-14,00:00:50,Eldena,Mdau,multiple bats,13,2019-08-13,12
P1140986.JPG,14.08.2019,2019-08-14,00:12:21,Eldena,Mdau,,13,2019-08-13,12
P1140987.JPG,14.08.2019,2019-08-14,00:26:00,Eldena,Mdau,,13,2019-08-13,12
P1140988.JPG,14.08.2019,2019-08-14,00:37:05,Eldena,Paur,,13,2019-08-13,12
P1140989.JPG,14.08.2019,2019-08-14,00:43:01,Eldena,Mdau,,13,2019-08-13,12
P1140990.JPG,14.08.2019,2019-08-14,00:52:51,Eldena,Mdau,,13,2019-08-13,12
P1140991.JPG,14.08.2019,2019-08-14,00:52:58,Eldena,Mdau,,13,2019-08-13,12
P1140992.JPG,14.08.2019,2019-08-14,00:53:04,Eldena,Mdau,,13,2019-08-13,12
P1140993.JPG,14.08.2019,2019-08-14,00:53:07,Eldena,Mdau,,13,2019-08-13,12
P1140994.JPG,14.08.2019,2019-08-14,00:54:43,Eldena,Mdau,,13,2019-08-13,12
P1140995.JPG,14.08.2019,2019-08-14,01:10:54,Eldena,Mdau,multiple bats,13,2019-08-13,12
P1140996.JPG,14.08.2019,2019-08-14,01:29:47,Eldena,Mdau,,13,2019-08-13,12
P1140997.JPG,14.08.2019,2019-08-14,01:47:15,Eldena,Mdau,,13,2019-08-13,12
P1140998.JPG,14.08.2019,2019-08-14,01:49:54,Eldena,Mdau,,13,2019-08-13,12
P1140999.JPG,14.08.2019,2019-08-14,01:50:05,Eldena,Mdau,,13,2019-08-13,12
P1150001.JPG,14.08.2019,2019-08-14,01:50:42,Eldena,Mdau,,13,2019-08-13,12
P1150002.JPG,14.08.2019,2019-08-14,01:54:09,Eldena,Mdau,multiple bats,13,2019-08-13,12
P1150003.JPG,14.08.2019,2019-08-14,01:57:41,Eldena,Mdau,,13,2019-08-13,12
P1150004.JPG,14.08.2019,2019-08-14,01:59:10,Eldena,Mdau,,13,2019-08-13,12
P1150005.JPG,14.08.2019,2019-08-14,02:14:41,Eldena,Mdau,,13,2019-08-13,12
P1150006.JPG,14.08.2019,2019-08-14,02:52:14,Eldena,Paur,,13,2019-08-13,12
P1150007.JPG,14.08.2019,2019-08-14,02:57:04,Eldena,Mdau,,13,2019-08-13,12
P1150008.JPG,14.08.2019,2019-08-14,03:03:15,Eldena,Mdau,,13,2019-08-13,12
P1150009.JPG,14.08.2019,2019-08-14,03:09:45,Eldena,Paur,,13,2019-08-13,12
P1150010.JPG,14.08.2019,2019-08-14,03:19:04,Eldena,Mdau,,13,2019-08-13,12
P1150011.JPG,14.08.2019,2019-08-14,03:49:09,Eldena,Mdau,,13,2019-08-13,12
P1150012.JPG,14.08.2019,2019-08-14,20:11:19,Eldena,Mdau,multiple bats,13,2019-08-14,13
P1150013.JPG,14.08.2019,2019-08-14,21:37:56,Eldena,Mbra,,13,2019-08-14,13
P1150014.JPG,14.08.2019,2019-08-14,21:41:12,Eldena,Mdau,,13,2019-08-14,13
P1150015.JPG,14.08.2019,2019-08-14,22:20:03,Eldena,Paur,,13,2019-08-14,13
P1150016.JPG,14.08.2019,2019-08-14,22:30:46,Eldena,Mdau,,13,2019-08-14,13
P1150017.JPG,14.08.2019,2019-08-14,23:00:28,Eldena,Mdau,,13,2019-08-14,13
P1150018.JPG,14.08.2019,2019-08-14,23:05:37,Eldena,Mdau,,13,2019-08-14,13
P1150019.JPG,14.08.2019,2019-08-14,23:13:17,Eldena,Mdau,,13,2019-08-14,13
P1150020.JPG,14.08.2019,2019-08-14,23:21:49,Eldena,Mdau,,13,2019-08-14,13
P1150021.JPG,14.08.2019,2019-08-14,23:46:11,Eldena,Mdau,,13,2019-08-14,13
P1150022.JPG,14.08.2019,2019-08-14,23:52:19,Eldena,Paur,,13,2019-08-14,13
P1150023.JPG,15.08.2019,2019-08-15,00:01:30,Eldena,Mdau,,14,2019-08-14,13
P1150024.JPG,15.08.2019,2019-08-15,00:15:21,Eldena,Paur,,14,2019-08-14,13
P1150025.JPG,15.08.2019,2019-08-15,00:24:17,Eldena,Mdau,multiple bats,14,2019-08-14,13
P1150026.JPG,15.08.2019,2019-08-15,00:45:48,Eldena,Mdau,,14,2019-08-14,13
P1150027.JPG,15.08.2019,2019-08-15,00:51:47,Eldena,Paur,,14,2019-08-14,13
P1150028.JPG,15.08.2019,2019-08-15,01:26:25,Eldena,Paur,,14,2019-08-14,13
P1150029.JPG,15.08.2019,2019-08-15,01:44:10,Eldena,Paur,,14,2019-08-14,13
P1150030.JPG,15.08.2019,2019-08-15,01:52:49,Eldena,Paur,,14,2019-08-14,13
P1150031.JPG,15.08.2019,2019-08-15,02:28:47,Eldena,Paur,,14,2019-08-14,13
P1150032.JPG,15.08.2019,2019-08-15,02:28:50,Eldena,Paur,,14,2019-08-14,13
P1150033.JPG,15.08.2019,2019-08-15,02:29:41,Eldena,Paur,,14,2019-08-14,13
P1150034.JPG,15.08.2019,2019-08-15,02:31:30,Eldena,Paur,,14,2019-08-14,13
P1150035.JPG,15.08.2019,2019-08-15,03:04:56,Eldena,Mdau,,14,2019-08-14,13
P1150036.JPG,15.08.2019,2019-08-15,03:05:27,Eldena,Mdau,,14,2019-08-14,13
P1150037.JPG,15.08.2019,2019-08-15,03:22:50,Eldena,Mdau,,14,2019-08-14,13
P1150038.JPG,15.08.2019,2019-08-15,04:20:30,Eldena,Mdau,,14,2019-08-14,13
P1150039.JPG,15.08.2019,2019-08-15,19:54:28,Eldena,Mdau,,14,2019-08-15,14
P1150040.JPG,15.08.2019,2019-08-15,22:43:06,Eldena,Paur,,14,2019-08-15,14
